"","X1","fico","dt_first_pi","flag_fthb","dt_matr","cd_msa","mi_pct","cnt_units","occpy_sts","cltv","dti","orig_upb","ltv","int_rt","channel","ppmt_pnlty","prod_type","st","prop_type","zipcode","id_loan","loan_purpose","orig_loan_term","cnt_borr","seller_name","servicer_name","flag_sc"
"157",4311,646,201712,"9",204711,35614,0,2,"P",53,45,215000,53,4.375,"R","N","FRM","NY","SF","10500","F117Q4004311","C",360,1,"Other sellers","Other servicers",NA
"158",4461,687,201712,"N",204711,35004,25,1,"P",89,45,424000,89,4.375,"B","N","FRM","NY","SF","11700","F117Q4004461","P",360,2,"Other sellers","Other servicers",NA
"159",4564,780,201712,"N",204711,40380,25,1,"P",95,26,62000,95,4.375,"R","N","FRM","NY","SF","14400","F117Q4004564","P",360,2,"Other sellers","Other servicers",NA
"160",4566,652,201712,"9",204711,40380,0,1,"P",60,35,107000,60,4.125,"R","N","FRM","NY","SF","14600","F117Q4004566","N",360,1,"Other sellers","Other servicers",NA
"161",4568,771,201712,"9",203211,40380,0,1,"P",70,39,110000,70,3.25,"R","N","FRM","NY","SF","14400","F117Q4004568","C",180,2,"Other sellers","Other servicers",NA
"162",4572,814,201712,"N",203211,40380,0,1,"P",80,30,146000,80,3.375,"R","N","FRM","NY","PU","14400","F117Q4004572","P",180,2,"Other sellers","Other servicers",NA
"163",4610,807,201712,"N",203711,45060,0,1,"P",74,48,87000,74,3.875,"R","N","FRM","NY","SF","13200","F117Q4004610","P",240,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"164",4623,738,201712,"9",203711,40380,0,1,"P",80,48,144000,80,4.375,"R","N","FRM","NY","SF","14500","F117Q4004623","C",240,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"165",4633,768,201712,"9",203211,10580,0,1,"P",73,39,152000,73,3.25,"R","N","FRM","NY","SF","12800","F117Q4004633","N",180,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"166",4702,704,201712,"N",204711,10580,30,1,"P",95,42,289000,95,4,"R","N","FRM","NY","SF","12100","F117Q4004702","P",360,1,"Other sellers","Other servicers",NA
"167",4703,801,201712,"N",203211,10580,0,1,"P",71,26,250000,71,3.125,"R","N","FRM","NY","SF","12000","F117Q4004703","P",180,2,"Other sellers","Other servicers",NA
"168",4710,746,201712,"Y",204711,35004,0,1,"P",80,31,394000,80,4.125,"R","N","FRM","NY","SF","11500","F117Q4004710","P",360,1,"Other sellers","USBANKNA",NA
"169",4719,749,201712,"9",204711,40380,30,1,"P",95,28,290000,95,3.75,"R","N","FRM","NY","SF","14400","F117Q4004719","N",360,2,"Other sellers","Other servicers",NA
"170",4899,670,201712,"9",203211,13780,12,1,"P",81,25,63000,81,3.125,"R","N","FRM","NY","SF","13900","F117Q4004899","N",180,1,"Other sellers","Other servicers",NA
"171",4994,777,201712,"9",203711,10580,0,1,"P",80,19,224000,80,3.625,"R","N","FRM","NY","SF","12000","F117Q4004994","C",240,2,"Other sellers","Other servicers",NA
"172",5003,644,201712,"N",204711,10580,0,1,"P",80,41,328000,80,4.375,"R","N","FRM","NY","SF","12100","F117Q4005003","P",360,1,"Other sellers","Other servicers",NA
"173",5013,747,201712,"N",204711,10580,0,1,"P",76,47,310000,76,3.875,"R","N","FRM","NY","SF","12100","F117Q4005013","P",360,2,"Other sellers","Other servicers",NA
"174",5029,756,201712,"9",204711,10580,0,1,"P",78,45,132000,78,3.75,"R","N","FRM","NY","SF","12200","F117Q4005029","C",360,1,"Other sellers","Other servicers",NA
"175",5030,789,201712,"9",203711,10580,0,1,"P",80,22,240000,80,3.75,"R","N","FRM","NY","SF","12000","F117Q4005030","C",240,2,"Other sellers","Other servicers",NA
"176",5031,786,201712,"Y",204711,10580,0,1,"P",80,42,197000,80,3.875,"R","N","FRM","NY","CO","12300","F117Q4005031","P",360,1,"Other sellers","Other servicers",NA
"177",5061,805,201712,"N",203211,40380,0,1,"P",57,34,188000,57,3.25,"R","N","FRM","NY","SF","14400","F117Q4005061","P",180,2,"Other sellers","Other servicers",NA
"178",5199,705,201712,"9",203711,35004,0,1,"P",66,34,464000,66,4.125,"R","N","FRM","NY","SF","11000","F117Q4005199","C",240,2,"Other sellers","NATIONSTARMTGELLCDBA","Y"
"179",5200,753,201712,"N",204711,10580,25,1,"P",92,26,260000,92,3.875,"R","N","FRM","NY","SF","12300","F117Q4005200","P",360,2,"Other sellers","Other servicers",NA
"180",5205,787,201712,"N",204711,10580,30,1,"P",95,37,211000,95,3.875,"R","N","FRM","NY","PU","12000","F117Q4005205","P",360,1,"Other sellers","Other servicers",NA
"181",5220,795,201712,"N",204711,10580,0,1,"P",80,37,122000,80,3.75,"R","N","FRM","NY","SF","12300","F117Q4005220","P",360,1,"Other sellers","Other servicers",NA
"182",5222,781,201712,"9",202711,15380,0,1,"P",31,49,41000,31,3.125,"R","N","FRM","NY","SF","14200","F117Q4005222","N",120,2,"Other sellers","Other servicers",NA
"183",5233,771,201712,"9",204711,46540,0,1,"P",51,24,95000,51,3.875,"R","N","FRM","NY","SF","13400","F117Q4005233","C",360,1,"Other sellers","Other servicers",NA
"184",5264,752,201712,"9",203211,10580,0,1,"P",80,28,212000,80,3.25,"R","N","FRM","NY","SF","12100","F117Q4005264","C",180,2,"Other sellers","Other servicers",NA
"185",5266,792,201712,"9",203211,45060,12,1,"P",87,41,110000,87,3.125,"R","N","FRM","NY","SF","13000","F117Q4005266","N",180,1,"Other sellers","Other servicers",NA
"186",5336,798,201712,"9",204711,35614,0,2,"I",65,49,770000,65,3.99,"R","N","FRM","NY","SF","11300","F117Q4005336","P",360,2,"Other sellers","Other servicers","Y"
"187",5377,773,201712,"N",204711,35614,0,2,"P",30,36,250000,30,4.5,"R","N","FRM","NY","SF","11200","F117Q4005377","P",360,1,"Other sellers","Other servicers",NA
"188",5400,729,201711,"N",204710,NA,30,1,"P",95,39,162000,95,5.25,"R","N","FRM","NY","SF","12900","F117Q4005400","P",360,2,"Other sellers","PNCBANK,NATL",NA
"189",5463,701,201802,"9",204801,20524,12,1,"P",85,26,312000,85,4,"R","N","FRM","NY","SF","12500","F117Q4005463","N",360,2,"Other sellers","Other servicers",NA
"190",5466,811,201802,"9",204801,28740,0,1,"S",75,38,106000,75,4,"R","N","FRM","NY","SF","12400","F117Q4005466","P",360,1,"Other sellers","Other servicers",NA
"191",5563,738,201802,"9",203801,28740,0,1,"P",75,16,294000,75,3.75,"R","N","FRM","NY","SF","12400","F117Q4005563","C",240,2,"Other sellers","Other servicers",NA
"192",5708,778,201712,"9",203711,10580,25,1,"P",93,27,194000,93,3.625,"R","N","FRM","NY","SF","12100","F117Q4005708","N",240,1,"Other sellers","Other servicers",NA
"193",5742,683,201801,"9",203212,10580,0,1,"P",71,45,130000,71,3.249,"R","N","FRM","NY","SF","12200","F117Q4005742","C",180,1,"Other sellers","Other servicers",NA
"194",5780,719,201712,"N",204711,45060,0,1,"P",56,35,125000,56,3.875,"R","N","FRM","NY","SF","13000","F117Q4005780","P",360,2,"Other sellers","Other servicers",NA
"195",5801,765,201712,"9",203211,40380,0,1,"P",56,48,82000,56,3.25,"R","N","FRM","NY","SF","14600","F117Q4005801","N",180,1,"Other sellers","Other servicers",NA
"196",5838,754,201712,"Y",204711,40380,30,1,"P",95,36,119000,95,4.125,"R","N","FRM","NY","SF","14500","F117Q4005838","P",360,1,"Other sellers","Other servicers",NA
"197",5873,683,201712,"9",202711,40380,0,1,"P",60,48,67000,60,3.75,"R","N","FRM","NY","SF","14500","F117Q4005873","C",120,2,"Other sellers","PNCBANK,NATL",NA
"198",5918,733,201801,"9",204712,24020,0,1,"P",52,34,85000,52,4,"R","N","FRM","NY","SF","12800","F117Q4005918","N",360,1,"Other sellers","Other servicers",NA
"199",5921,809,201712,"9",204711,NA,0,1,"S",80,37,299000,80,4,"R","N","FRM","NY","SF","12400","F117Q4005921","P",360,2,"Other sellers","Other servicers",NA
"200",5922,772,201712,"9",204711,NA,0,1,"S",80,26,96000,80,4,"R","N","FRM","NY","CO","12400","F117Q4005922","P",360,2,"Other sellers","Other servicers",NA
"201",5923,799,201712,"N",204711,28740,30,1,"P",95,37,242000,95,4,"R","N","FRM","NY","SF","12400","F117Q4005923","P",360,1,"Other sellers","Other servicers",NA
"202",5934,692,201712,"9",203211,28740,0,1,"P",58,22,75000,58,3.25,"R","N","FRM","NY","SF","12400","F117Q4005934","C",180,2,"Other sellers","Other servicers",NA
"203",5960,786,201712,"N",203211,15380,0,1,"P",62,47,2e+05,62,2.99,"R","N","FRM","NY","SF","14000","F117Q4005960","P",180,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"204",6005,801,201802,"9",204801,28740,0,1,"S",80,33,132000,80,4,"R","N","FRM","NY","SF","12400","F117Q4006005","P",360,1,"Other sellers","Other servicers",NA
"205",6022,721,201712,"9",204711,35614,0,1,"I",75,47,3e+05,75,4.625,"B","N","FRM","NY","CO","10900","F117Q4006022","C",360,1,"HOMEPOINTFINANCIALCO","HOMEPOINTFINANCIALCO",NA
"206",6023,738,201712,"9",204711,35614,0,1,"I",80,35,4e+05,80,4.875,"B","N","FRM","NY","SF","10900","F117Q4006023","P",360,1,"HOMEPOINTFINANCIALCO","HOMEPOINTFINANCIALCO",NA
"207",6096,785,201712,"N",204711,35614,0,1,"P",80,48,636000,80,3.625,"R","N","FRM","NY","SF","11200","F117Q4006096","P",360,2,"Other sellers","Other servicers","Y"
"208",6131,698,201712,"9",203211,35004,0,1,"P",65,42,363000,65,3.75,"C","N","FRM","NY","SF","11700","F117Q4006131","C",180,2,"BRANCHBANKING&TRUSTC","BRANCHBANKING&TRUSTC",NA
"209",6201,679,201712,"9",204711,35614,0,1,"P",29,49,375000,29,4.125,"B","N","FRM","NY","SF","11200","F117Q4006201","C",360,1,"Other sellers","Other servicers",NA
"210",6218,765,201712,"9",204711,35614,0,3,"I",75,34,365000,75,4.5,"R","N","FRM","NY","SF","10800","F117Q4006218","P",360,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"211",6223,679,201712,"Y",204711,35614,0,1,"P",45,48,270000,45,3.99,"R","N","FRM","NY","SF","10300","F117Q4006223","P",360,1,"Other sellers","MATRIXFINANCIALSERVI",NA
"212",6330,772,201712,"Y",204711,35614,0,1,"P",58,35,350000,58,3.99,"B","N","FRM","NY","SF","10300","F117Q4006330","P",360,1,"UNITEDSHOREFINANCIAL","UNITEDSHOREFINANCIAL",NA
"213",6331,797,201712,"N",204711,15380,12,1,"P",85,44,264000,85,4,"B","N","FRM","NY","SF","14000","F117Q4006331","P",360,2,"UNITEDSHOREFINANCIAL","UNITEDSHOREFINANCIAL",NA
"214",6332,742,201712,"Y",204711,35614,30,1,"P",95,49,380000,95,3.875,"B","N","FRM","NY","SF","10900","F117Q4006332","P",360,2,"UNITEDSHOREFINANCIAL","UNITEDSHOREFINANCIAL",NA
"215",6365,694,201712,"Y",203211,35614,0,1,"P",75,20,491000,75,3.625,"R","N","FRM","NY","SF","11000","F117Q4006365","P",180,1,"Other sellers","Other servicers","Y"
"216",6374,739,201712,"Y",204711,15380,0,1,"P",62,33,82000,62,4.125,"R","N","FRM","NY","SF","14200","F117Q4006374","P",360,1,"Other sellers","Other servicers",NA
"217",6400,804,201712,"N",204711,10580,0,1,"P",80,24,157000,80,3.75,"R","N","FRM","NY","SF","12000","F117Q4006400","P",360,1,"Other sellers","Other servicers",NA
"218",6401,791,201712,"9",203211,10580,0,1,"P",80,50,170000,80,3.375,"R","N","FRM","NY","SF","12100","F117Q4006401","C",180,2,"Other sellers","Other servicers",NA
"219",6402,723,201712,"N",204711,45060,0,1,"P",69,29,94000,69,3.875,"R","N","FRM","NY","SF","13200","F117Q4006402","P",360,2,"Other sellers","Other servicers",NA
"220",6403,729,201712,"N",204711,45060,30,1,"P",95,46,116000,95,3.875,"R","N","FRM","NY","SF","13000","F117Q4006403","P",360,1,"Other sellers","Other servicers",NA
"221",6431,755,201712,"Y",203411,NA,25,1,"P",95,43,176000,95,3.75,"R","N","FRM","NY","SF","14700","F117Q4006431","P",204,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"222",6451,779,201711,"9",203210,35614,0,1,"P",65,35,301000,65,3.5,"R","N","FRM","NY","SF","10900","F117Q4006451","N",180,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"223",6503,788,201712,"Y",204711,35004,0,1,"P",80,33,207000,80,4,"R","N","FRM","NY","SF","11700","F117Q4006503","P",360,1,"Other sellers","MATRIXFINANCIALSERVI",NA
"224",6514,761,201712,"9",204711,10580,25,1,"P",90,39,151000,90,3.875,"R","N","FRM","NY","SF","12100","F117Q4006514","N",360,1,"Other sellers","Other servicers",NA
"225",6564,783,201712,"9",203211,10580,0,1,"P",80,20,292000,80,3.125,"R","N","FRM","NY","SF","12300","F117Q4006564","C",180,2,"Other sellers","Other servicers",NA
"226",6570,695,201712,"Y",204711,35004,30,1,"P",92,49,325000,92,4,"R","N","FRM","NY","SF","11700","F117Q4006570","P",360,2,"Other sellers","Other servicers",NA
"227",6593,660,201712,"N",204711,10580,30,1,"P",95,44,317000,95,4.125,"R","N","FRM","NY","PU","12000","F117Q4006593","P",360,2,"Other sellers","Other servicers",NA
"228",6608,706,201712,"Y",204711,45060,0,1,"P",80,39,88000,80,4,"R","N","FRM","NY","SF","13000","F117Q4006608","P",360,2,"Other sellers","Other servicers",NA
"229",6633,687,201712,"9",204711,35614,0,1,"P",46,46,249000,46,3.875,"R","N","FRM","NY","SF","11400","F117Q4006633","N",360,1,"Other sellers","Other servicers",NA
"230",6680,797,201712,"N",203211,40380,0,1,"P",80,39,162000,80,3.375,"R","N","FRM","NY","SF","14400","F117Q4006680","P",180,1,"Other sellers","Other servicers",NA
"231",6742,728,201712,"Y",204711,46540,25,1,"P",92,36,82000,92,4.125,"R","N","FRM","NY","SF","13400","F117Q4006742","P",360,1,"Other sellers","Other servicers",NA
"232",6747,667,201712,"N",204711,35614,0,1,"P",58,46,405000,58,3.99,"B","N","FRM","NY","SF","11200","F117Q4006747","P",360,2,"Other sellers","Other servicers",NA
"233",6748,739,201712,"Y",204711,20524,30,1,"P",95,33,253000,95,4,"B","N","FRM","NY","SF","12500","F117Q4006748","P",360,2,"Other sellers","Other servicers",NA
"234",6749,765,201712,"Y",204711,20524,0,1,"P",80,25,264000,80,4.125,"B","N","FRM","NY","SF","12500","F117Q4006749","P",360,2,"Other sellers","Other servicers",NA
"235",6752,812,201712,"N",204711,45060,0,1,"P",80,40,228000,80,3.875,"R","N","FRM","NY","SF","13100","F117Q4006752","P",360,1,"Other sellers","Other servicers",NA
"236",6842,742,201712,"Y",204711,10580,30,1,"P",95,23,213000,95,3.875,"R","N","FRM","NY","SF","12000","F117Q4006842","P",360,2,"Other sellers","Other servicers",NA
"237",6854,794,201712,"N",203711,46540,12,1,"P",92,30,279000,92,3.875,"R","N","FRM","NY","SF","13400","F117Q4006854","P",240,2,"Other sellers","Other servicers",NA
"238",6855,775,201712,"N",203211,40380,30,1,"P",95,46,161000,95,3.25,"R","N","FRM","NY","SF","14600","F117Q4006855","P",180,1,"Other sellers","Other servicers",NA
"239",6859,809,201712,"N",204711,NA,25,1,"P",95,24,126000,95,3.75,"R","N","FRM","NY","SF","13000","F117Q4006859","P",360,1,"Other sellers","Other servicers",NA
"240",6874,740,201712,"N",204711,40380,0,1,"P",80,37,158000,80,4.125,"R","N","FRM","NY","SF","14500","F117Q4006874","P",360,2,"Other sellers","Other servicers",NA
"241",6894,759,201712,"Y",204711,35004,0,1,"P",62,48,465000,62,4.375,"R","N","FRM","NY","SF","11700","F117Q4006894","P",360,1,"Other sellers","Other servicers","Y"
"242",6917,684,201712,"N",203211,10580,6,1,"P",85,33,343000,85,3.125,"R","N","FRM","NY","SF","12100","F117Q4006917","P",180,2,"Other sellers","Other servicers",NA
"243",6921,737,201712,"9",203211,10580,0,1,"P",80,21,178000,80,3,"R","N","FRM","NY","SF","12300","F117Q4006921","C",180,2,"Other sellers","Other servicers",NA
"244",6924,816,201712,"N",203211,46540,0,1,"P",80,25,98000,80,3.125,"R","N","FRM","NY","SF","13400","F117Q4006924","P",180,1,"Other sellers","Other servicers",NA
"245",6927,787,201712,"N",204711,10580,25,1,"P",92,45,109000,92,3.875,"R","N","FRM","NY","SF","12100","F117Q4006927","P",360,1,"Other sellers","Other servicers",NA
"246",6928,739,201712,"Y",204711,10580,0,1,"P",80,46,303000,80,3.875,"R","N","FRM","NY","SF","12000","F117Q4006928","P",360,2,"Other sellers","Other servicers",NA
"247",6935,792,201712,"N",204711,40380,0,1,"P",80,39,132000,80,4,"R","N","FRM","NY","PU","14400","F117Q4006935","P",360,1,"Other sellers","Other servicers",NA
"248",6943,724,201712,"Y",204711,40380,30,1,"P",95,34,174000,95,4.125,"R","N","FRM","NY","SF","14500","F117Q4006943","P",360,2,"Other sellers","Other servicers",NA
"249",6963,797,201712,"Y",204711,35614,0,1,"P",62,24,150000,62,3.99,"B","N","FRM","NY","CP","11300","F117Q4006963","P",360,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"250",6978,683,201712,"Y",204711,46540,30,1,"P",95,23,156000,95,4.375,"B","N","FRM","NY","SF","13400","F117Q4006978","P",360,2,"Other sellers","MATRIXFINANCIALSERVI",NA
"251",7005,784,201802,"Y",204801,21300,0,1,"P",78,36,70000,78,3.875,"R","N","FRM","NY","SF","14800","F117Q4007005","P",360,1,"Other sellers","Other servicers",NA
"252",7026,720,201712,"Y",204711,15380,30,1,"P",95,20,171000,95,4.125,"R","N","FRM","NY","SF","14200","F117Q4007026","P",360,1,"Other sellers","Other servicers",NA
"253",7044,785,201712,"9",204711,40380,22,1,"P",84,34,135000,84,4,"R","N","FRM","NY","SF","14400","F117Q4007044","N",360,1,"Other sellers","Other servicers",NA
"254",7046,743,201711,"9",203210,35614,0,1,"I",75,24,375000,75,4.5,"B","N","FRM","NY","CO","10900","F117Q4007046","P",180,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"255",7055,675,201712,"9",203211,40380,0,1,"P",45,29,185000,45,3.125,"R","N","FRM","NY","SF","14500","F117Q4007055","C",180,2,"Other sellers","Other servicers",NA
"256",7060,609,201712,"9",203211,35614,0,1,"P",22,35,110000,22,3.875,"R","N","FRM","NY","SF","11400","F117Q4007060","C",180,2,"Other sellers","NATIONSTARMTGELLCDBA",NA
"257",7075,754,201712,"Y",204711,40380,30,1,"P",95,23,133000,95,4,"R","N","FRM","NY","SF","14600","F117Q4007075","P",360,1,"Other sellers","Other servicers",NA
"258",7088,764,201712,"Y",204711,35614,0,2,"P",80,44,464000,80,4.25,"C","N","FRM","NY","SF","11400","F117Q4007088","P",360,1,"USBANKNA","USBANKNA",NA
"259",7108,794,201712,"N",204711,40380,0,1,"P",80,21,79000,80,4,"R","N","FRM","NY","SF","14600","F117Q4007108","P",360,1,"Other sellers","Other servicers",NA
"260",7124,769,201712,"Y",204711,35614,12,1,"P",85,40,272000,85,4.125,"C","N","FRM","NY","SF","10500","F117Q4007124","P",360,1,"USBANKNA","USBANKNA",NA
"261",7128,740,201712,"9",204711,35614,0,2,"I",64,6,8e+05,64,3.99,"R","N","FRM","NY","SF","11300","F117Q4007128","P",360,2,"Other sellers","Other servicers","Y"
"262",7131,814,201712,"9",204711,35614,0,1,"P",33,36,3e+05,33,4.125,"C","N","FRM","NY","SF","11300","F117Q4007131","C",360,1,"USBANKNA","USBANKNA",NA
"263",7142,688,201712,"N",204711,35614,0,1,"P",80,43,320000,80,4.375,"R","N","FRM","NY","SF","10900","F117Q4007142","P",360,2,"Other sellers","Other servicers",NA
"264",7166,800,201712,"9",203211,40380,0,1,"P",67,14,125000,67,3.25,"R","N","FRM","NY","SF","14400","F117Q4007166","C",180,2,"Other sellers","Other servicers",NA
"265",7300,739,201712,"9",204711,35614,12,1,"P",84,35,163000,84,4.375,"R","N","FRM","NY","SF","10900","F117Q4007300","N",360,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"266",7330,700,201712,"Y",204711,20524,0,1,"P",80,42,240000,80,4.25,"R","N","FRM","NY","CO","10500","F117Q4007330","P",360,1,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"267",7358,791,201712,"N",204711,35614,0,1,"P",86,45,456000,86,3.875,"R","N","FRM","NY","SF","10500","F117Q4007358","P",360,1,"Other sellers","Other servicers","Y"
"268",7375,759,201712,"9",204711,28740,0,1,"S",80,26,330000,80,3.875,"R","N","FRM","NY","SF","12400","F117Q4007375","P",360,2,"LOANDEPOTCOM,LLC","LOANDEPOTCOM,LLC",NA
"269",7592,767,201801,"9",203712,NA,0,1,"P",70,25,80000,70,3.875,"R","N","FRM","NY","SF","14700","F117Q4007592","C",240,2,"Other sellers","Other servicers",NA
"270",7654,804,201712,"N",204711,40380,0,1,"P",72,49,103000,72,4.125,"R","N","FRM","NY","PU","14600","F117Q4007654","P",360,1,"Other sellers","Other servicers",NA
"271",7670,754,201712,"Y",204711,35004,25,1,"P",90,36,374000,90,4.06,"B","N","FRM","NY","SF","11500","F117Q4007670","P",360,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"272",7679,801,201712,"9",204711,35004,0,2,"I",70,35,651000,70,4.75,"R","N","FRM","NY","SF","11000","F117Q4007679","P",360,2,"QUICKENLOANINC","QUICKENLOANINC","Y"
"273",7710,731,201712,"9",204711,35614,0,4,"I",55,39,410000,55,4.5,"R","N","FRM","NY","SF","11200","F117Q4007710","C",360,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"274",7711,757,201712,"9",203211,35004,0,1,"P",79,25,344000,79,3.25,"R","N","FRM","NY","SF","11700","F117Q4007711","N",180,2,"QUICKENLOANINC","QUICKENLOANINC",NA
"275",7814,656,201712,"N",204711,35614,0,1,"P",65,37,618000,65,4.125,"R","N","FRM","NY","SF","11200","F117Q4007814","P",360,2,"FAIRWAYINDEPENDENTMT","MATRIXFINANCIALSERVI","Y"
"276",7873,732,201712,"N",204711,40380,30,1,"P",95,45,211000,95,4.25,"R","N","FRM","NY","PU","14600","F117Q4007873","P",360,2,"Other sellers","Other servicers",NA
"277",7922,731,201712,"Y",203711,40380,0,1,"P",65,49,73000,65,3.75,"R","N","FRM","NY","SF","14600","F117Q4007922","P",240,1,"Other sellers","Other servicers",NA
